"lat","lon","vehicle_capacity"
"35.681751371069","139.88203033204","4"
"35.684449367164","139.87850209877","5"
"35.712323","139.7077256","3"
"35.740321","139.884841","5"
"35.725823","139.872603","5"
"35.714328","139.840366","5"
"35.711994","139.839727","5"
"35.702683","139.840095","5"
"35.69724","139.852263","6"
"35.683127","139.858344","7"
"35.669946","139.853284","15"
"35.670493","139.858251","6"
"35.681692745742","139.882255878","4"
"35.71361","139.87033","10"
"35.711514","139.867809","5"
"35.705584","139.866277","7"
"35.709491","139.860632","5"
"35.702909","139.878102","5"
"35.689608","139.884422","6"
"35.557488","139.676964","11"
"35.567895","139.658109","8"
"35.566819","139.657485","8"
"35.576336","139.654859","4"
"35.580828403319","139.65695351799","8"
"35.5893563","139.650244","18"
"35.5892963","139.6483899","6"
"35.604913812829","139.62471172214","4"
"35.607659358019","139.61858287454","4"
"35.605873346877","139.59919989109","4"
"35.592805249152","139.61511075497","8"
"35.58952","139.602555","8"
"35.588962054758","139.57827597857","4"
"35.58350703","139.5834226","4"
"35.576737","139.583583","5"
"35.57141592","139.5829622","3"
"35.58655067","139.5622334","5"
"35.585634","139.562712","4"
"35.58565","139.558744","4"
"35.579240300729","139.56785198929","4"
"35.57686416718","139.56633478403","5"
"35.577039","139.571934","6"
"35.596046","139.568299","4"
"35.601974","139.548145","11"
"35.6737","139.867324","5"
"35.675773","139.859725","6"
"35.674952","139.860466","5"
"35.6546873","139.5674523","6"
"35.6511522","139.578968","6"
"35.653652","139.5869409","8"
"35.6512658","139.5407536","12"
"35.6443","139.8616","8"
"35.7144767","139.7032217","12"
"35.7138465","139.7915602","6"
"35.712561","139.780532","15"
"35.712316","139.799708","16"
"35.713321","139.7798","15"
"35.7278627","139.7975928","5"
"35.7174692","139.8040831","7"
"35.724652","139.789753","11"
"35.701792","139.666208","1"
"35.709428","139.775873","3"
"35.719025","139.766736","2"
"35.711063","139.781066","1"
"35.723195","139.796219","1"
"35.683616","139.691683","6"
"35.650154","139.707209","4"
"35.673523","139.662372","6"
"35.712449","139.665891","2"
"35.701943","139.67371","5"
"35.703222","139.739091","2"
"35.6457275","139.6979072","3"
"35.630019","139.710477","6"
"35.713614","139.793413","1"
"35.640334","139.67574","3"
"35.6139056","139.7201799","3"
"35.71502","139.800811","4"
"35.653101","139.881082","10"
"35.703044","139.773398","4"
"35.718762","139.804664","4"
"35.693119","139.810669","6"
"35.6884608","139.8279672","14"
"35.731793513708","139.71841154539","5"
"35.5518626","139.6632611","8"
"35.744172638751","139.77468124717","5"
"35.729646","139.727928","4"
"35.702159","139.678923","5"
"35.597395","139.68363","6"
"35.660116","139.706336","7"
"35.726137","139.681736","4"
"35.698284","139.783697","6"
"35.676743","139.672004","6"
"35.71295","139.809196","3"
"35.70039","139.647192","5"
"35.736023","139.708587","3"
"35.733454","139.729541","5"
"35.664563","139.562481","6"
"35.69104","139.727155","5"
"35.720298","139.668206","3"
"35.7033387","139.7800983","6"
"35.7587181","139.7444623","8"
"35.680885","139.741794","5"
"35.700984","139.685327","9"
"35.7031851","139.7086939","6"
"35.70021616","139.8253078","5"
"35.699641","139.82498","2"
"35.6923811","139.7781669","8"
"35.6787122","139.7819971","7"
"35.7637927","139.7050809","6"
"35.7328972","139.7315311","3"
"35.715892538326","139.81760412455","5"
"35.751061864346","139.86645519733","8"
"35.7112538","139.6953447","6"
"35.57233998","139.6228689","6"
"35.61554006","139.5662607","3"
"35.601441","139.584184","6"
"35.795246","139.754633","6"
"35.7428825","139.7203643","4"
"35.683797","139.555398","8"
"35.651151","139.582606","5"
"35.71436394","139.602371","3"
"35.6254361","139.5723664","12"
"35.6656394","139.6734143","19"
"35.6519504","139.6391427","6"
"35.593696","139.540848","5"
"35.799619","139.754208","3"
"35.770265","139.5649598","24"
"35.7780736","139.6953031","7"
"35.654166","139.56664","5"
"35.668205","139.632044","18"
"35.7620106","139.7126966","7"
"35.7512812","139.7223931","4"
"35.7425083","139.6843932","6"
"35.7522438","139.6818468","4"
"35.7905341","139.699556","3"
"35.7424318","139.726348","6"
"35.585949293988","139.59168880834","3"
"35.588405625133","139.58203097197","4"
"35.583195","139.576065","3"
"35.5730128","139.5698351","4"
"35.588034506812","139.58114616255","5"
"35.591005248709","139.58397185605","6"
"35.7415183","139.730145","2"
"35.7413885","139.7300481","9"
"35.7254648","139.7668775","4"
"35.712128043533","139.78784391272","3"
"35.7105373","139.8011598","4"
"35.699470264241","139.80627078528","5"
"35.7568579","139.875405","7"
"35.7683023","139.729398","5"
"35.689487","139.806108","8"
"35.689544","139.807103","4"
"35.726282022262","139.81875323599","7"
"35.5922398","139.6789762","20"
"35.774809188503","139.61325734854","3"
"35.5535058","139.6870446","3"
"35.5681842","139.6107527","4"
"35.647026","139.6218823","15"
"35.6694305","139.6885949","4"
"35.6696697","139.6885981","5"
"35.776123","139.6934638","9"
"35.610536237501","139.57259922341","20"
"35.6186567","139.5674187","38"
"35.7342221","139.7666733","7"
"35.7449239","139.785543","4"
"35.7286689","139.8084739","5"
"35.7370291","139.8082687","10"
"35.784701","139.620684","3"
"35.784568","139.621426","3"
"35.786836","139.604291","5"
"35.786362","139.615289","4"
"35.786804","139.616133","3"
"35.784296","139.615961","4"
"35.7711562","139.6091713","4"
"35.56638285","139.6443515","8"
"35.564109","139.6884","16"
"35.595844442456","139.60221921381","3"
"35.7918886","139.7954293","6"
"35.7096955","139.794751","3"
"35.6751237","139.6135132","5"
"35.5521973","139.6867854","6"
"35.7832755","139.710249","10"
"35.7779596","139.6353165","4"
"35.5620767","139.560489","5"
"35.6790979","139.6855037","9"
"35.6737775","139.6657401","4"
"35.7056159","139.6507499","3"
"35.709871","139.737012","5"
"35.682931","139.817669","3"
"35.733761","139.755865","4"
"35.722969","139.689151","2"
"35.778560300615","139.77619530465","4"
"35.5998063","139.6098828","3"
"35.638697","139.560964","5"
"35.664548774617","139.54261064529","6"
"35.664039","139.548511","5"
"35.661443","139.541217","3"
"35.6684235","139.5624201","4"
"35.641629","139.5582402","6"
"35.700521","139.543896","6"
"35.700664","139.5437962","4"
"35.667554","139.6291095","55"
"35.6301634","139.6721395","3"
"35.6872457","139.5686713","4"
"35.6795079","139.6592265","5"
"35.6912059","139.5954844","9"
"35.582409","139.545438","4"
"35.6561856","139.7438595","2"
"35.6285762","139.5488783","7"
"35.7577511","139.6830337","10"
"35.69714","139.592651","5"
"35.704653039949","139.58409968555","2"
"35.7144778","139.7994694","10"
"35.7149207","139.7940201","3"
"35.6668537","139.5980315","8"
"35.667414","139.6343613","2"
"35.6708111","139.627516","10"
"35.6996068","139.6591117","10"
"35.6660832","139.5694907","3"
"35.660170750719","139.6219034493","5"
"35.6744701","139.6256793","5"
"35.7686559","139.7292263","9"
"35.5945856","139.6203944","5"
"35.7070597","139.6888467","4"
"35.5862472","139.7287841","2"
"35.6894928","139.6785313","5"
"35.7329618","139.7302784","5"
"35.777023","139.630329","3"
"35.790003","139.572688","5"
"35.7133846","139.792523","11"
"35.7264721","139.6597625","3"
"35.6616845","139.562919","4"
"35.6551033","139.5839187","6"
"35.6153138","139.6009212","5"
"35.705752","139.829376","10"
"35.7467199","139.8072334","3"
"35.7959151","139.5995285","11"
"35.7959266","139.5991241","8"
"35.6960241","139.8121512","3"
"35.727222","139.829753","7"
"35.7127563","139.815049","7"
"35.7122254","139.8121452","6"
"35.689248","139.6871197","8"
"35.6911655","139.7994842","6"
"35.6888082","139.797849","7"
"35.70461785","139.8075847","2"
"35.7328401","139.7061543","8"
"35.7250609","139.6944146","10"
"35.598379952349","139.60362017155","5"
"35.62942","139.5633351","10"
"35.6403541","139.6873125","7"
"35.57391739","139.7087897","3"
"35.69053409","139.714465","5"
"35.80210617","139.7135415","15"
"35.7173549","139.7876506","3"
"35.6885667","139.6755577","8"
"35.6730511","139.6220758","7"
"35.635956","139.6212419","4"
"35.74528615","139.7123186","24"
"35.697522","139.700752","22"
"35.6122823","139.626836","11"
"35.612744582841","139.62865456939","7"
"35.61285229108","139.62843670092","7"
"35.7496192","139.7758203","5"
"35.79781616","139.7115976","5"
"35.7832018","139.6204202","5"
"35.7142421","139.7034428","14"
"35.5638581","139.723883","8"
"35.699314","139.848916","6"
"35.59166116","139.6434838","4"
"35.79485868","139.7293608","7"
"35.783566","139.618999","8"
"35.5584502","139.6962516","5"
"35.577154","139.5584648","6"
"35.5769732","139.5595867","6"
"35.7545204","139.7140142","10"
"35.730100381433","139.81418534062","4"
"35.763013732778","139.86556654973","8"
"35.761906132072","139.58793614836","6"
"35.7003272","139.8092625","4"
"35.7335143","139.7966658","16"
"35.6216108","139.5698673","5"
"35.5777026","139.6606293","7"
"35.5871702","139.6469506","8"
"35.6008978","139.6090164","4"
"35.7899857","139.6127266","7"
"35.7060311","139.6507375","1"
"35.7058539","139.6509585","1"
"35.7942529","139.7443997","7"
"35.59737874","139.653573","6"
"35.702722472623","139.87709880773","5"
"35.68324","139.877223","4"
"35.703276699426","139.87195222388","5"
"35.6684306","139.8112708","6"
"35.70824","139.58444","8"
"35.6018","139.60677","10"
"35.6887513","139.6926755","14"
"35.6866937","139.7001686","7"
"35.6895075","139.6948532","7"
"35.6134197","139.5836159","4"
"35.573675","139.683326","6"
"35.687252","139.8017526","5"
"35.688701","139.6685028","7"
"35.66923866","139.6069416","7"
"35.7140978","139.6916432","8"
"35.6499774","139.5590432","6"
"35.6459119","139.5532821","20"
"35.7836979","139.6064895","6"
"35.5901462","139.5627577","3"
"35.6037147","139.6216694","3"
"35.7164852","139.7983167","3"
"35.742558","139.680867","6"
"35.688374","139.603179","3"
"35.6226238","139.6233046","11"
"35.7168997","139.6304007","2"
"35.71279","139.5976352","3"
"35.7162347","139.5859273","3"
"35.691506","139.6156821","3"
"35.6903367","139.6231959","3"
"35.6809866","139.6265973","3"
"35.677641","139.626672","4"
"35.670731160298","139.6363089975","7"
"35.683343197272","139.60819664031","10"
"35.633948","139.58169","6"
"35.699982","139.545381","6"
"35.693433","139.559113","8"
"35.77275","139.8202974","5"
"35.7015494","139.7776409","4"
"35.7437963","139.8102076","16"
"35.7907954","139.6205429","4"
"35.7904316","139.6263955","4"
"35.8028108","139.6152841","3"
"35.7990193","139.6199407","3"
"35.7024417","139.5820904","6"
"35.7900262","139.6292105","4"
"35.5594018","139.6338691","4"
"35.6627981","139.5864302","21"
"35.646721128233","139.57219377688","3"
"35.646865472668","139.57217202491","5"
"35.6843629","139.6596612","5"
"35.673014","139.5826953","3"
"35.6236205","139.5822299","3"
"35.6305275","139.5808734","7"
"35.6797943","139.8058329","7"
"35.7062832","139.6543461","8"
"35.5997422","139.6224905","5"
"35.654347","139.7348211","3"
"35.585321365792","139.64835057539","22"
"35.6683061","139.5924139","6"
"35.6547739","139.6057676","8"
"35.6659979","139.644781","4"
"35.7168986","139.8210296","8"
"35.7696249","139.7339437","4"
"35.7363694","139.6706744","4"
"35.6026883","139.6178181","3"
"35.5935185","139.6079023","5"
"35.5687667","139.6931409","4"
"35.6633734","139.8605346","10"
"35.7624777","139.7066706","5"
"35.7210427","139.7806051","4"
"35.6337592","139.730736","15"
"35.6533431","139.7356412","5"
"35.7978187","139.5772842","4"
"35.7134018","139.828389","9"
"35.570544","139.7311267","5"
"35.6679188","139.8125324","7"
"35.632163","139.647098","3"
"35.673072","139.614608","10"
"35.677757","139.589728","7"
"35.7281245","139.6100749","6"
"35.6252655","139.5850509","14"
"35.714216","139.827508","5"
"35.6994592","139.8308174","10"
"35.7536361","139.6279357","10"
"35.7858346","139.8309267","4"
"35.7021239","139.5417436","62"
"35.6814365","139.615958","8"
"35.6693517","139.5949513","4"
"35.5937437","139.5961902","5"
"35.7079872","139.672859","6"
"35.7356417","139.724961","2"
"35.7313941","139.7261401","5"
"35.571026162796","139.7036370635","2"
"35.6441826","139.671159","17"
"35.76596","139.685528","5"
"35.5699419","139.6963716","6"
"35.723836550703","139.67751771212","5"
"35.757153747705","139.65144770567","4"
"35.6423219","139.8568469","13"
"35.6732641","139.8587271","11"
"35.6935877","139.8490869","15"
"35.6250635","139.7294674","3"
"35.654952535695","139.69237153028","6"
"35.7328339","139.7843521","3"
"35.7230777","139.8125934","4"
"35.6474288","139.6607596","11"
"35.56529","139.650356","7"
"35.71973","139.78106","6"
"35.66409","139.66362","6"
"35.602","139.61569","5"
"35.59986","139.62586","4"
"35.6869402","139.7804612","2"
"35.6083809","139.5829333","10"
"35.6078455","139.5840696","11"
"35.626996540764","139.69217722664","2"
"35.7521002","139.7657966","8"
"35.661033","139.608643","3"
"35.717725","139.601237","3"
"35.6782179","139.6330722","14"
"35.729003","139.794853","7"
"35.669836","139.57807","8"
"35.643848","139.614449","7"
"35.73933","139.83784","4"
"35.661804367375","139.64274379109","4"
"35.64616","139.676465","6"
"35.784262","139.7580871","7"
"35.682921","139.872655","5"
"35.711069","139.858412","5"
"35.7354185","139.787895","4"
"35.8027736","139.6818116","6"
"35.7514278","139.6413498","7"
"35.75685","139.6521366","11"
"35.7454825","139.6089444","5"
"35.7546228","139.5870131","8"
"35.7537216","139.5843156","7"
"35.7710526","139.5868245","7"
"35.7665308","139.5872289","9"
"35.7403819","139.6675402","6"
"35.726517","139.5904311","11"
"35.7260443","139.5779632","4"
"35.7591569","139.6295239","13"
"35.7605804","139.6263066","4"
"35.7540143","139.6291032","4"
"35.7622628","139.6352253","4"
"35.7500205","139.5860805","3"
"35.7433053","139.606584","11"
"35.736119","139.599732","3"
"35.748957","139.621385","3"
"35.763741","139.588847","10"
"35.7573011","139.6249112","3"
"35.758366","139.628982","3"
"35.698554","139.793007","13"
"35.7073981","139.8034266","2"
"35.5764009","139.7350259","8"
"35.681376","139.788584","6"
"35.552556813919","139.64711482994","24"
"35.69019513","139.8018682","8"
"35.5671852","139.6651065","8"
"35.7474686","139.8586839","5"
"35.7477612","139.8585899","2"
"35.7528895","139.7573426","5"
"35.73516664","139.7854812","15"
"35.681324","139.558619","10"
"35.7720903","139.6169212","3"
"35.6730794","139.6644564","9"
"35.7010215","139.6952498","4"
"35.6223265","139.6334259","2"
"35.736153","139.7522601","3"
"35.66092","139.59071","5"
"35.655428","139.6512408","15"
"35.6539934","139.6477311","26"
"35.6527064","139.6431274","8"
"35.6462468","139.6196269","8"
"35.6407985","139.6016001","16"
"35.6393893","139.5966253","19"
"35.5807285","139.6435889","6"
"35.633155","139.578688","8"
"35.7861604","139.8557046","3"
"35.6679484","139.6541027","4"
"35.6669844","139.7135698","40"
"35.710476","139.558961","3"
"35.58808","139.59152","4"
"35.6699649","139.8067496","2"
"35.789446","139.671262","8"
"35.581404","139.64007","10"
"35.748593239653","139.75176926259","3"
"35.5894994","139.6166547","3"
"35.7197106","139.7849003","4"
"35.7321344","139.7186031","15"
"35.572986","139.658151","5"
"35.701406","139.553497","10"
"35.699677588506","139.56164896488","19"
"35.6999533","139.5625628","10"
"35.692799995666","139.58850726461","13"
"35.672733318694","139.6872060352","2"
"35.793230321787","139.80257986115","2"
"35.650065","139.637083","3"
"35.7744199","139.6972973","10"
"35.650307","139.540323","8"
"35.65444","139.574485","6"
"35.649973","139.580601","9"
"35.708113","139.55827","6"
"35.7868469","139.6284444","4"
"35.6723685","139.6219202","4"
"35.703293","139.599313","10"
"35.7612162","139.6031287","5"
"35.701464","139.6240029","5"
"35.64266","139.613386","5"
"35.6860848","139.5879457","5"
"35.686597","139.813095","2"
"35.6852054","139.8844923","5"
"35.7273106","139.7790008","5"
"35.7234568","139.7842321","4"
"35.703636","139.558293","3"
"35.768600440688","139.87141862512","4"
"35.6421176","139.6540551","5"
"35.7236667","139.6765166","2"
"35.571519","139.7343085","3"
"35.7199496","139.8304995","5"
"35.6008728","139.6125876","21"
"35.713342359852","139.55297201872","8"
"35.789445118558","139.65977193098","3"
"35.7949852","139.6269196","4"
"35.733323","139.714277","2"
"35.7034596","139.5897987","20"
"35.776388","139.58618","7"
"35.68459","139.8741736","6"
"35.653667","139.59654","3"
"35.6630909","139.6223326","16"
"35.676519","139.5974461","4"
"35.6683235","139.6006319","2"
"35.6686032","139.6005148","4"
"35.8018324","139.6766591","6"
"35.565722","139.651645","5"
"35.586364","139.631424","4"
"35.7498298","139.8461096","5"
"35.7797361","139.8680846","5"
"35.7560814","139.8281298","6"
"35.7320949","139.8679592","5"
"35.652558688265","139.55994391803","4"
"35.732044803598","139.56405627516","6"
"35.681289610457","139.54191670124","4"
"35.6666437","139.6319808","13"
"35.6666516","139.6027786","4"
"35.667038","139.601599","5"
"35.78028237","139.6594154","9"
"35.657983","139.6610332","9"
"35.724444","139.622628","10"
"35.6961802","139.7850052","4"
"35.5844065","139.5819781","8"
"35.707353148481","139.56148937345","4"
"35.6567964","139.6188327","4"
"35.7668088","139.8628141","6"
"35.7742282","139.7656665","11"
"35.7479561","139.8266512","10"
"35.7333104","139.8611022","6"
"35.7380319","139.8479915","6"
"35.706978","139.5625354","4"
"35.6671073","139.5394761","3"
"35.6836415","139.5659958","4"
"35.7772295313","139.83330797689","4"
"35.657324465154","139.77797521492","7"
"35.646468534641","139.6626663208","6"
"35.7174044","139.8560496","10"
"35.715888182839","139.85592216253","10"
"35.769731","139.875377","5"
"35.720218","139.8574973","6"
"35.7459245","139.8404559","5"
"35.7486203","139.8268859","5"
"35.7718716","139.850023","4"
"35.768564","139.8685909","5"
"35.7153167","139.8582386","10"
"35.6623342","139.585469","11"
"35.720315201037","139.74980915855","6"
"35.7384053","139.7036924","5"
"35.6220441","139.569884","34"
"35.650035781936","139.66132013636","3"
"35.721039650281","139.78514689634","6"
"35.737536896542","139.72100535603","3"
"35.6417408","139.6049093","10"
"35.7469128","139.8587083","5"
"35.6437711","139.6079054","3"
"35.721350690882","139.78359757842","3"
"35.703731","139.593912","8"
"35.712131486504","139.79293853045","6"
"35.712090107414","139.79278564453","11"
"35.708609","139.6647085","21"
"35.7506626","139.8785677","10"
"35.7619639","139.8601163","5"
"35.7817059","139.839386","4"
"35.7990407","139.7297974","10"
"35.7692531","139.7992001","6"
"35.7444126","139.7967362","5"
"35.563522","139.737659","7"
"35.7354093","139.6523435","10"
"35.7355445","139.6525229","5"
"35.7437307","139.6033634","8"
"35.767058","139.6643011","10"
"35.5614376","139.5923774","9"
"35.5547664","139.5770676","15"
"35.7023308","139.5758382","5"
"35.6138678","139.5406151","6"
"35.6416345","139.5989233","8"
"35.7317626","139.8450944","8"
"35.676655015249","139.81615298582","5"
"35.729390450515","139.79547925506","2"
"35.7583628","139.8236596","6"
"35.667991750708","139.63594213128","4"
"35.7228597","139.5878951","3"
"35.7167693","139.5779558","5"
"35.7247228","139.5657833","5"
"35.7279833","139.5696912","5"
"35.6631361","139.5654537","15"
"35.6776703","139.6577243","2"
"35.692168684454","139.61684780675","4"
"35.741339762175","139.84055712819","2"
"35.713862855511","139.86132949591","2"
"35.6350058","139.578973","4"
"35.7802542","139.6932606","9"
"35.7428656","139.7250904","8"
"35.573832","139.7335843","4"
"35.7285313","139.8014189","4"
"35.59959","139.608234","4"
"35.6054765","139.615219","3"
"35.5996247","139.5770046","6"
"35.7686091","139.8716893","6"
"35.7609471","139.609292","6"
"35.7467648","139.6139148","4"
"35.7514126","139.5997886","5"
"35.7722914","139.5832897","4"
"35.7716994","139.5835606","6"
"35.6379035","139.6262325","10"
"35.7407656","139.8259958","3"
"35.6919856","139.8036066","5"
"35.6782661","139.583162","6"
"35.7267201","139.6587369","4"
"35.7302701","139.6487936","5"
"35.7403236","139.63126","3"
"35.7363857","139.6325431","3"
"35.7104877","139.8338637","4"
"35.710691","139.54388","6"
"35.7728232","139.6269789","4"
"35.762333","139.6415113","5"
"35.7573269","139.6641288","4"
"35.7480924","139.6365879","4"
"35.7399133","139.8388509","4"
"35.7361683","139.8562072","6"
"35.7553901","139.852476","4"
"35.7383691","139.7038057","2"
"35.691761","139.815333","3"
"35.792343","139.664336","10"
"35.6648746","139.6829609","10"
"35.7790915","139.7616212","6"
"35.6351786","139.5732264","16"
"35.6306286","139.5503787","4"
"35.7883803","139.7615741","5"
"35.7635165","139.7494045","4"
"35.700300455005","139.70813943925","2"
"35.639293804677","139.74533593106","2"
"35.7059971","139.7883446","10"
"35.7126416","139.8690895","6"
"35.6358841","139.5800633","4"
"35.6346646","139.5778934","6"
"35.6025062","139.5987251","3"
"35.5820231","139.6208393","2"
"35.6032534","139.6140939","3"
"35.5718577","139.6181983","3"
"35.653189","139.545589","7"
"35.65383","139.543394","12"
"35.697401","139.645236","4"
"35.792079","139.861535","5"
"35.7500839","139.8775109","5"
"35.6159202","139.5420936","3"
"35.7518618","139.8810075","5"
"35.7150969","139.6815063","19"
"35.7611901","139.5584035","6"
"35.7778296","139.5856755","12"
"35.7648321","139.5624734","4"
"35.7743106","139.557336","6"
"35.7753995","139.7173773","21"
"35.7365403","139.6461603","6"
"35.7283804","139.7999109","4"
"35.7478026","139.8413417","5"
"35.590256","139.5842717","10"
"35.769156","139.8355056","13"
"35.7854235","139.8387713","4"
"35.8014147","139.7971435","5"
"35.7866522","139.7856788","5"
"35.7789416","139.8033958","8"
"35.745238445743","139.60040365408","3"
"35.7024291","139.7864734","4"
"35.705786","139.842115","5"
"35.728842435951","139.71858738409","8"
"35.721947","139.7232","8"
"35.74498","139.571481","4"
"35.578925692634","139.55862611532","3"
"35.780695408483","139.57152217627","3"
"35.7622104","139.775631","5"
"35.6994029","139.6361339","7"
"35.624664822559","139.60775779892","17"
"35.7921029","139.8067087","6"
"35.5596493","139.6392688","6"
"35.7494056","139.7747015","4"
"35.7662265","139.8248224","4"
"35.761316151505","139.67355419517","3"
"35.7611142","139.6389046","9"
"35.7587969","139.6353444","6"
"35.7689865","139.6432522","5"
"35.7348119","139.5999244","5"
"35.756523","139.6146608","4"
"35.7596591","139.6127269","6"
"35.7636054","139.6113057","7"
"35.7280862","139.6492757","7"
"35.7385664","139.6532216","19"
"35.7471547","139.6680401","5"
"35.7289779","139.6478759","4"
"35.756671","139.6697497","3"
"35.7505743","139.6671299","3"
"35.7509144","139.6596428","7"
"35.7786119","139.589155","4"
"35.7483425","139.6525896","5"
"35.7493988","139.6522441","5"
"35.7497953","139.6538579","5"
"35.6845802","139.8656053","20"
"35.7683039","139.7350823","8"
"35.7270285","139.593523","5"
"35.5619733","139.6419972","3"
"35.5628087","139.6280554","3"
"35.5720644","139.6142018","3"
"35.5863345","139.6076757","3"
"35.5769277","139.5876496","3"
"35.7539379","139.6803974","5"
"35.7473523","139.5674848","6"
"35.7469025","139.5677533","8"
